n-gram,next_word,freq
"(59, 3364, 36, 380)",5,1
"(3364, 36, 380, 5)",2338,1
"(36, 380, 5, 2338)",76,1
"(380, 5, 2338, 76)",3365,1
"(5, 2338, 76, 3365)",3366,1
"(2338, 76, 3365, 3366)",1,1
"(76, 3365, 3366, 1)",151,1
"(3365, 3366, 1, 151)",5,1
"(464, 1258, 6, 410)",2,1
"(1258, 6, 410, 2)",446,1
"(6, 410, 2, 446)",30,1
"(410, 2, 446, 30)",148,1
"(2, 446, 30, 148)",138,1
"(446, 30, 148, 138)",1,1
"(30, 148, 138, 1)",337,1
"(148, 138, 1, 337)",41,1
"(138, 1, 337, 41)",121,1
"(1, 337, 41, 121)",3,3
"(337, 41, 121, 3)",511,1
"(41, 121, 3, 511)",193,1
"(121, 3, 511, 193)",367,1
"(3, 511, 193, 367)",4,1
"(511, 193, 367, 4)",1,1
"(193, 367, 4, 1)",1481,1
"(367, 4, 1, 1481)",6,1
"(4, 1, 1481, 6)",586,1
"(1, 1481, 6, 586)",2,1
"(105, 21, 3368, 270)",3,1
"(21, 3368, 270, 3)",21,1
"(3368, 270, 3, 21)",838,1
"(270, 3, 21, 838)",2,1
"(3, 21, 838, 2)",305,1
"(21, 838, 2, 305)",17,1
"(838, 2, 305, 17)",12,1
"(2, 305, 17, 12)",2248,1
"(305, 17, 12, 2248)",21,1
"(17, 12, 2248, 21)",85,1
"(12, 2248, 21, 85)",596,1
"(2248, 21, 85, 596)",1057,1
"(21, 85, 596, 1057)",22,1
"(85, 596, 1057, 22)",1,1
"(596, 1057, 22, 1)",82,1
"(138, 21, 58, 14)",6,1
"(21, 58, 14, 6)",1762,1
"(58, 14, 6, 1762)",1088,1
"(14, 6, 1762, 1088)",3369,1
"(6, 1762, 1088, 3369)",26,1
"(1762, 1088, 3369, 26)",1439,1
"(1088, 3369, 26, 1439)",1259,1
"(3369, 26, 1439, 1259)",5,1
"(26, 1439, 1259, 5)",79,1
"(1439, 1259, 5, 79)",17,1
"(1259, 5, 79, 17)",999,1
"(5, 79, 17, 999)",15,1
"(79, 17, 999, 15)",634,1
"(17, 999, 15, 634)",149,1
"(999, 15, 634, 149)",762,1
"(15, 634, 149, 762)",25,1
"(634, 149, 762, 25)",3370,1
"(149, 762, 25, 3370)",10,1
"(762, 25, 3370, 10)",1,1
"(25, 3370, 10, 1)",69,1
"(3370, 10, 1, 69)",2339,1
"(10, 1, 69, 2339)",96,1
"(1, 69, 2339, 96)",3371,1
"(69, 2339, 96, 3371)",1,1
"(2339, 96, 3371, 1)",493,1
"(96, 3371, 1, 493)",189,1
"(3371, 1, 493, 189)",2,1
"(1, 493, 189, 2)",185,1
"(493, 189, 2, 185)",1098,1
"(189, 2, 185, 1098)",57,1
"(4, 8, 88, 15)",472,1
"(8, 88, 15, 472)",338,1
"(88, 15, 472, 338)",702,1
"(15, 472, 338, 702)",2340,1
"(472, 338, 702, 2340)",4,1
"(338, 702, 2340, 4)",1,1
"(702, 2340, 4, 1)",428,1
"(2340, 4, 1, 428)",3,1
"(4, 1, 428, 3)",568,1
"(1, 428, 3, 568)",69,1
"(428, 3, 568, 69)",2,1
"(1, 1481, 18, 57)",2,1
"(1481, 18, 57, 2)",1,1
"(18, 57, 2, 1)",122,1
"(57, 2, 1, 122)",3372,1
"(2, 1, 122, 3372)",925,1
"(1, 122, 3372, 925)",412,1
"(13, 12, 6, 1083)",1485,1
"(12, 6, 1083, 1485)",180,1
"(6, 1083, 1485, 180)",3,1
"(1083, 1485, 180, 3)",2341,1
"(1485, 180, 3, 2341)",3,1
"(180, 3, 2341, 3)",595,1
"(3, 2341, 3, 595)",2342,1
"(2341, 3, 595, 2342)",18,1
"(3, 595, 2342, 18)",26,1
"(595, 2342, 18, 26)",46,1
"(2342, 18, 26, 46)",19,1
"(18, 26, 46, 19)",58,1
"(82, 947, 18, 6)",3374,1
"(947, 18, 6, 3374)",2343,1
"(18, 6, 3374, 2343)",10,1
"(6, 3374, 2343, 10)",1485,1
"(3374, 2343, 10, 1485)",1260,1
"(2343, 10, 1485, 1260)",3,1
"(10, 1485, 1260, 3)",761,1
"(1485, 1260, 3, 761)",2,1
"(1260, 3, 761, 2)",1485,1
"(3, 761, 2, 1485)",3,1
"(761, 2, 1485, 3)",82,1
"(2, 1485, 3, 82)",1486,1
"(1485, 3, 82, 1486)",18,1
"(3, 82, 1486, 18)",1090,1
"(82, 1486, 18, 1090)",3375,1
"(1486, 18, 1090, 3375)",3,1
"(18, 1090, 3375, 3)",3376,1
"(1090, 3375, 3, 3376)",5,1
"(3375, 3, 3376, 5)",87,1
"(2344, 13, 12, 6)",200,1
"(13, 12, 6, 200)",165,1
"(12, 6, 200, 165)",283,1
"(6, 200, 165, 283)",4,1
"(200, 165, 283, 4)",1,1
"(165, 283, 4, 1)",3377,1
"(283, 4, 1, 3377)",1070,1
"(4, 1, 3377, 1070)",3,1
"(1, 3377, 1070, 3)",16,1
"(3377, 1070, 3, 16)",11,1
"(1070, 3, 16, 11)",102,1
"(3, 16, 11, 102)",1814,1
"(16, 11, 102, 1814)",9,2
"(11, 102, 1814, 9)",2,1
"(102, 1814, 9, 2)",1,1
"(1814, 9, 2, 1)",71,1
"(9, 2, 1, 71)",784,1
"(2, 1, 71, 784)",3378,1
"(1, 71, 784, 3378)",537,1
"(71, 784, 3378, 537)",2,1
"(784, 3378, 537, 2)",1487,1
"(3378, 537, 2, 1487)",734,1
"(537, 2, 1487, 734)",12,1
"(2, 1487, 734, 12)",37,1
"(1487, 734, 12, 37)",2345,1
"(734, 12, 37, 2345)",82,1
"(12, 37, 2345, 82)",55,1
"(15, 451, 621, 11)",215,1
"(451, 621, 11, 215)",5,1
"(621, 11, 215, 5)",15,1
"(11, 215, 5, 15)",3379,1
"(215, 5, 15, 3379)",4,1
"(5, 15, 3379, 4)",2346,1
"(15, 3379, 4, 2346)",1,1
"(3379, 4, 2346, 1)",948,1
"(4, 2346, 1, 948)",2,1
"(2346, 1, 948, 2)",905,1
"(1, 948, 2, 905)",5,1
"(948, 2, 905, 5)",1,1
"(2, 905, 5, 1)",122,1
"(905, 5, 1, 122)",117,1
"(5, 1, 122, 117)",697,1
"(1, 122, 117, 697)",1261,1
"(122, 117, 697, 1261)",3,1
"(117, 697, 1261, 3)",1,1
"(697, 1261, 3, 1)",364,1
"(1261, 3, 1, 364)",10,1
"(3, 1, 364, 10)",1,1
"(1, 364, 10, 1)",3380,1
"(364, 10, 1, 3380)",2,1
"(10, 1, 3380, 2)",3381,1
"(1, 3380, 2, 3381)",2347,1
"(3380, 2, 3381, 2347)",650,1
"(2, 3381, 2347, 650)",5,1
"(3381, 2347, 650, 5)",1,1
"(16, 11, 64, 1716)",5,1
"(11, 64, 1716, 5)",15,1
"(64, 1716, 5, 15)",920,1
"(1716, 5, 15, 920)",886,1
"(5, 15, 920, 886)",1016,1
"(15, 920, 886, 1016)",4,1
"(920, 886, 1016, 4)",3383,1
"(886, 1016, 4, 3383)",949,1
"(1016, 4, 3383, 949)",2316,1
"(4, 3383, 949, 2316)",2348,1
"(3383, 949, 2316, 2348)",3,1
"(7, 612, 1, 179)",70,1
"(612, 1, 179, 70)",2,1
"(1, 179, 70, 2)",21,1
"(179, 70, 2, 21)",1488,1
"(70, 2, 21, 1488)",76,1
"(2, 21, 1488, 76)",3384,1
"(21, 1488, 76, 3384)",3,1
"(1488, 76, 3384, 3)",72,1
"(76, 3384, 3, 72)",3385,1
"(3384, 3, 72, 3385)",5,1
"(3, 72, 3385, 5)",3386,1
"(72, 3385, 5, 3386)",80,1
"(3385, 5, 3386, 80)",7,1
"(5, 3386, 80, 7)",799,1
"(3386, 80, 7, 799)",2,1
"(80, 7, 799, 2)",107,1
"(7, 799, 2, 107)",15,1
"(799, 2, 107, 15)",3387,1
"(2, 107, 15, 3387)",472,1
"(107, 15, 3387, 472)",531,1
"(15, 3387, 472, 531)",3,1
"(3387, 472, 531, 3)",338,1
"(472, 531, 3, 338)",114,1
"(531, 3, 338, 114)",279,1
"(3, 338, 114, 279)",496,1
"(338, 114, 279, 496)",132,1
"(114, 279, 496, 132)",14,1
"(279, 496, 132, 14)",6,1
"(496, 132, 14, 6)",42,1
"(132, 14, 6, 42)",3388,1
"(14, 6, 42, 3388)",2,1
"(6, 42, 3388, 2)",273,1
"(42, 3388, 2, 273)",48,1
"(14, 13, 108, 3389)",6,1
"(13, 108, 3389, 6)",42,1
"(108, 3389, 6, 42)",255,1
"(3389, 6, 42, 255)",22,1
"(6, 42, 255, 22)",273,1
"(42, 255, 22, 273)",16,1
"(255, 22, 273, 16)",11,1
"(22, 273, 16, 11)",15,1
"(273, 16, 11, 15)",165,1
"(16, 11, 15, 165)",191,1
"(11, 15, 165, 191)",3,1
"(15, 165, 191, 3)",283,1
"(165, 191, 3, 283)",4,1
"(191, 3, 283, 4)",115,1
"(3, 283, 4, 115)",84,1
"(283, 4, 115, 84)",9,1
"(4, 115, 84, 9)",18,1
"(115, 84, 9, 18)",15,1
"(84, 9, 18, 15)",485,1
"(9, 18, 15, 485)",2349,1
"(18, 15, 485, 2349)",3,1
"(15, 485, 2349, 3)",1184,1
"(485, 2349, 3, 1184)",9,1
"(2349, 3, 1184, 9)",205,1
"(3, 1184, 9, 205)",105,1
"(1184, 9, 205, 105)",161,1
"(9, 205, 105, 161)",15,1
"(205, 105, 161, 15)",361,1
"(105, 161, 15, 361)",1070,1
"(161, 15, 361, 1070)",268,1
"(15, 361, 1070, 268)",200,1
"(361, 1070, 268, 200)",3,1
"(1070, 268, 200, 3)",14,1
"(268, 200, 3, 14)",2350,1
"(200, 3, 14, 2350)",3390,1
"(3, 14, 2350, 3390)",3,1
"(14, 2350, 3390, 3)",3391,1
"(2350, 3390, 3, 3391)",13,1
"(3390, 3, 3391, 13)",108,1
"(3, 3391, 13, 108)",22,1
"(3391, 13, 108, 22)",312,1
"(13, 108, 22, 312)",4,1
"(108, 22, 312, 4)",1,1
"(14, 13, 162, 4)",89,1
"(13, 162, 4, 89)",60,1
"(162, 4, 89, 60)",4,1
"(4, 89, 60, 4)",498,1
"(89, 60, 4, 498)",128,1
"(60, 4, 498, 128)",300,1
"(4, 498, 128, 300)",3,1
"(498, 128, 300, 3)",697,1
"(128, 300, 3, 697)",7,1
"(300, 3, 697, 7)",56,1
"(3, 697, 7, 56)",550,1
"(697, 7, 56, 550)",9,1
"(56, 550, 9, 8)",305,1
"(550, 9, 8, 305)",116,1
"(9, 8, 305, 116)",1,1
"(8, 305, 116, 1)",122,1
"(305, 116, 1, 122)",164,1
"(116, 1, 122, 164)",3,4
"(1, 122, 164, 3)",1,4
"(122, 164, 3, 1)",1481,1
"(164, 3, 1, 1481)",35,1
"(3, 1, 1481, 35)",13,1
"(1, 1481, 35, 13)",702,1
"(1481, 35, 13, 702)",1816,1
"(35, 13, 702, 1816)",33,1
"(13, 702, 1816, 33)",162,1
"(702, 1816, 33, 162)",4,1
"(1816, 33, 162, 4)",3392,1
"(33, 162, 4, 3392)",3,1
"(162, 4, 3392, 3)",4,1
"(1, 176, 1343, 4)",1,1
"(176, 1343, 4, 1)",1407,1
"(1343, 4, 1, 1407)",3393,1
"(4, 1, 1407, 3393)",20,1
"(1, 1407, 3393, 20)",1,1
"(1407, 3393, 20, 1)",2351,1
"(3393, 20, 1, 2351)",2,1
"(20, 1, 2351, 2)",140,1
"(1, 2351, 2, 140)",3394,1
"(2351, 2, 140, 3394)",3395,1
"(7, 114, 413, 19)",3396,1
"(114, 413, 19, 3396)",450,1
"(413, 19, 3396, 450)",61,1
"(19, 3396, 450, 61)",133,1
"(3396, 450, 61, 133)",23,1
"(450, 61, 133, 23)",100,1
"(61, 133, 23, 100)",317,1
"(133, 23, 100, 317)",3,1
"(23, 100, 317, 3)",104,1
"(100, 317, 3, 104)",1234,1
"(317, 3, 104, 1234)",5,1
"(3, 104, 1234, 5)",1,1
"(25, 1, 76, 20)",193,2
"(1, 76, 20, 193)",240,2
"(7, 75, 9, 47)",398,2
"(75, 9, 47, 398)",33,2
"(9, 47, 398, 33)",674,2
"(47, 398, 33, 674)",32,2
"(398, 33, 674, 32)",2,2
"(33, 674, 32, 2)",15,2
"(674, 32, 2, 15)",165,2
"(32, 2, 15, 165)",469,2
"(2, 15, 165, 469)",3,2
"(15, 165, 469, 3)",90,2
"(165, 469, 3, 90)",16,2
"(469, 3, 90, 16)",431,2
"(3, 90, 16, 431)",4,2
"(90, 16, 431, 4)",23,2
"(16, 431, 4, 23)",6,2
"(431, 4, 23, 6)",122,2
"(4, 23, 6, 122)",27,2
"(23, 6, 122, 27)",883,2
"(6, 122, 27, 883)",1,2
"(122, 27, 883, 1)",158,2
"(27, 883, 1, 158)",2,2
"(883, 1, 158, 2)",214,2
"(1, 158, 2, 214)",185,2
"(158, 2, 214, 185)",3,2
"(2, 214, 185, 3)",404,2
"(214, 185, 3, 404)",131,2
"(5, 263, 1, 176)",240,1
"(263, 1, 176, 240)",153,1
"(1, 176, 240, 153)",48,1
"(176, 240, 153, 48)",875,1
"(240, 153, 48, 875)",25,1
"(153, 48, 875, 25)",6,1
"(48, 875, 25, 6)",694,1
"(875, 25, 6, 694)",2,1
"(25, 6, 694, 2)",398,1
"(6, 694, 2, 398)",22,1
"(694, 2, 398, 22)",1,1
"(2, 398, 22, 1)",3397,1
"(398, 22, 1, 3397)",6,1
"(22, 1, 3397, 6)",203,1
"(1, 3397, 6, 203)",1253,1
"(3397, 6, 203, 1253)",2,1
"(6, 203, 1253, 2)",2352,1
"(203, 1253, 2, 2352)",5,1
"(1253, 2, 2352, 5)",790,1
"(138, 6, 656, 26)",1250,1
"(6, 656, 26, 1250)",148,1
"(656, 26, 1250, 148)",20,1
"(26, 1250, 148, 20)",1262,1
"(1250, 148, 20, 1262)",706,1
"(148, 20, 1262, 706)",263,1
"(20, 1262, 706, 263)",1,1
"(1262, 706, 263, 1)",76,1
"(706, 263, 1, 76)",169,1
"(263, 1, 76, 169)",6,1
"(1, 76, 169, 6)",248,2
"(76, 169, 6, 248)",5,2
"(169, 6, 248, 5)",35,2
"(6, 248, 5, 35)",464,2
"(248, 5, 35, 464)",3398,1
"(5, 35, 464, 3398)",1,1
"(35, 464, 3398, 1)",134,1
"(464, 3398, 1, 134)",10,1
"(3398, 1, 134, 10)",40,1
"(1, 134, 10, 40)",158,1
"(134, 10, 40, 158)",253,1
"(10, 40, 158, 253)",193,1
"(24, 322, 483, 130)",232,1
"(322, 483, 130, 232)",197,1
"(483, 130, 232, 197)",174,1
"(130, 232, 197, 174)",3,1
"(232, 197, 174, 3)",198,2
"(197, 174, 3, 198)",141,1
"(174, 3, 198, 141)",17,13
"(3, 198, 141, 17)",24,1
"(198, 141, 17, 24)",322,1
"(141, 17, 24, 322)",483,1
"(17, 24, 322, 483)",10,1
"(24, 322, 483, 10)",21,1
"(322, 483, 10, 21)",1263,1
"(483, 10, 21, 1263)",4,1
"(10, 21, 1263, 4)",656,1
"(21, 1263, 4, 656)",26,1
"(1263, 4, 656, 26)",1250,1
"(16, 11, 6, 52)",156,6
"(11, 6, 52, 156)",293,1
"(6, 52, 156, 293)",234,1
"(52, 156, 293, 234)",10,1
"(156, 293, 234, 10)",72,1
"(293, 234, 10, 72)",81,1
"(234, 10, 72, 81)",3,1
"(10, 72, 81, 3)",65,6
"(72, 81, 3, 65)",4,9
"(81, 3, 65, 4)",23,5
"(3, 65, 4, 23)",5,1
"(65, 4, 23, 5)",8,1
"(4, 23, 5, 8)",670,1
"(23, 5, 8, 670)",175,1
"(5, 8, 670, 175)",4,1
"(8, 670, 175, 4)",1489,1
"(670, 175, 4, 1489)",236,1
"(175, 4, 1489, 236)",171,1
"(4, 1489, 236, 171)",309,1
"(1489, 236, 171, 309)",4,1
"(236, 171, 309, 4)",53,1
"(171, 309, 4, 53)",203,1
"(309, 4, 53, 203)",933,1
"(4, 53, 203, 933)",2,1
"(53, 203, 933, 2)",127,1
"(7, 56, 51, 73)",1817,1
"(56, 51, 73, 1817)",26,1
"(51, 73, 1817, 26)",1,1
"(73, 1817, 26, 1)",352,1
"(1817, 26, 1, 352)",2,1
"(26, 1, 352, 2)",1,1
"(1, 352, 2, 1)",437,1
"(352, 2, 1, 437)",2,1
"(844, 8, 1253, 1355)",173,1
"(8, 1253, 1355, 173)",662,1
"(1253, 1355, 173, 662)",99,1
"(1355, 173, 662, 99)",105,1
"(173, 662, 99, 105)",24,1
"(662, 99, 105, 24)",153,1
"(99, 105, 24, 153)",44,1
"(105, 24, 153, 44)",14,1
"(24, 153, 44, 14)",313,1
"(153, 44, 14, 313)",14,1
"(44, 14, 313, 14)",13,1
"(14, 313, 14, 13)",18,1
"(313, 14, 13, 18)",3399,1
"(14, 13, 18, 3399)",16,1
"(13, 18, 3399, 16)",1818,1
"(18, 3399, 16, 1818)",102,1
"(3399, 16, 1818, 102)",3400,1
"(16, 1818, 102, 3400)",4,1
"(1818, 102, 3400, 4)",6,1
"(102, 3400, 4, 6)",558,1
"(3400, 4, 6, 558)",26,1
"(4, 6, 558, 26)",3401,1
"(445, 7, 56, 110)",534,1
"(7, 56, 110, 534)",9,1
"(56, 110, 534, 9)",1,1
"(110, 534, 9, 1)",1819,1
"(534, 9, 1, 1819)",171,1
"(9, 1, 1819, 171)",2,1
"(1, 1819, 171, 2)",24,1
"(1819, 171, 2, 24)",1043,1
"(171, 2, 24, 1043)",11,1
"(2, 24, 1043, 11)",836,1
"(24, 1043, 11, 836)",45,1
"(1043, 11, 836, 45)",31,1
"(11, 836, 45, 31)",27,1
"(836, 45, 31, 27)",19,1
"(45, 31, 27, 19)",59,1
"(31, 27, 19, 59)",8,1
"(27, 19, 59, 8)",63,1
"(19, 59, 8, 63)",3,1
"(59, 8, 63, 3)",5,1
"(8, 63, 3, 5)",1,3
"(63, 3, 5, 1)",34,1
"(3, 5, 1, 34)",46,1
"(5, 1, 34, 46)",3403,1
"(1, 34, 46, 3403)",4,1
"(34, 46, 3403, 4)",184,1
"(46, 3403, 4, 184)",3,1
"(3403, 4, 184, 3)",385,1
"(16, 28, 37, 6)",3404,1
"(28, 37, 6, 3404)",254,1
"(37, 6, 3404, 254)",181,1
"(6, 3404, 254, 181)",36,1
"(3404, 254, 181, 36)",25,1
"(254, 181, 36, 25)",311,1
"(66, 12, 37, 3405)",3,1
"(12, 37, 3405, 3)",3406,1
"(37, 3405, 3, 3406)",39,1
"(3405, 3, 3406, 39)",1372,1
"(3, 3406, 39, 1372)",29,1
"(3406, 39, 1372, 29)",43,1
"(39, 1372, 29, 43)",213,1
"(1372, 29, 43, 213)",90,1
"(29, 43, 213, 90)",453,1
"(43, 213, 90, 453)",120,1
"(213, 90, 453, 120)",95,1
"(90, 453, 120, 95)",199,1
"(453, 120, 95, 199)",38,1
"(120, 95, 199, 38)",734,1
"(95, 199, 38, 734)",203,1
"(199, 38, 734, 203)",36,1
"(38, 734, 203, 36)",2,1
"(734, 203, 36, 2)",121,1
"(203, 36, 2, 121)",3407,1
"(36, 2, 121, 3407)",90,1
"(2, 121, 3407, 90)",1050,1
"(121, 3407, 90, 1050)",366,1
"(3407, 90, 1050, 366)",12,1
"(90, 1050, 366, 12)",37,1
"(1050, 366, 12, 37)",519,1
"(366, 12, 37, 519)",118,1
"(49, 326, 28, 37)",168,1
"(326, 28, 37, 168)",4,1
"(28, 37, 168, 4)",540,1
"(37, 168, 4, 540)",30,1
"(168, 4, 540, 30)",1,1
"(4, 540, 30, 1)",1079,1
"(540, 30, 1, 1079)",2,1
"(30, 1, 1079, 2)",1180,1
"(1, 1079, 2, 1180)",3,1
"(1079, 2, 1180, 3)",300,1
"(2, 1180, 3, 300)",39,1
"(1180, 3, 300, 39)",16,1
"(3, 300, 39, 16)",28,1
"(300, 39, 16, 28)",49,1
"(39, 16, 28, 49)",37,1
"(16, 28, 49, 37)",10,1
"(28, 49, 37, 10)",1490,1
"(49, 37, 10, 1490)",2,1
"(37, 10, 1490, 2)",452,1
"(7, 287, 13, 43)",108,1
"(287, 13, 43, 108)",155,1
"(13, 43, 108, 155)",22,1
"(43, 108, 155, 22)",2354,1
"(108, 155, 22, 2354)",246,1
"(155, 22, 2354, 246)",20,1
"(22, 2354, 246, 20)",1,1
"(2354, 246, 20, 1)",97,1
"(246, 20, 1, 97)",2,1
"(20, 1, 97, 2)",1,1
"(1, 97, 2, 1)",71,1
"(97, 2, 1, 71)",181,1
"(118, 1, 1491, 2)",8,1
"(1, 1491, 2, 8)",44,1
"(1491, 2, 8, 44)",7,1
"(2, 8, 44, 7)",12,1
"(8, 44, 7, 12)",828,1
"(44, 7, 12, 828)",2355,1
"(7, 12, 828, 2355)",5,1
"(12, 828, 2355, 5)",8,1
"(828, 2355, 5, 8)",63,1
"(2355, 5, 8, 63)",3,1
"(5, 8, 63, 3)",5,2
"(16, 28, 37, 403)",4,1
"(28, 37, 403, 4)",297,1
"(37, 403, 4, 297)",1,1
"(403, 4, 297, 1)",31,1
"(4, 297, 1, 31)",231,1
"(297, 1, 31, 231)",210,1
"(1, 31, 231, 210)",35,1
"(31, 231, 210, 35)",12,1
"(231, 210, 35, 12)",486,1
"(210, 35, 12, 486)",60,1
"(35, 12, 486, 60)",622,1
"(12, 486, 60, 622)",2,1
"(486, 60, 622, 2)",19,1
"(60, 622, 2, 19)",1492,1
"(622, 2, 19, 1492)",3,1
"(2, 19, 1492, 3)",659,1
"(19, 1492, 3, 659)",2,1
"(1492, 3, 659, 2)",19,1
"(26, 100, 635, 508)",1,1
"(100, 635, 508, 1)",99,1
"(635, 508, 1, 99)",72,1
"(508, 1, 99, 72)",81,1
"(1, 99, 72, 81)",3,1
"(99, 72, 81, 3)",7,1
"(81, 3, 7, 12)",37,7
"(3, 7, 12, 37)",2356,1
"(7, 12, 37, 2356)",25,1
"(12, 37, 2356, 25)",1,2
"(37, 2356, 25, 1)",2357,2
"(2356, 25, 1, 2357)",1821,1
"(25, 1, 2357, 1821)",10,1
"(1, 2357, 1821, 10)",32,1
"(2357, 1821, 10, 32)",3,1
"(1821, 10, 32, 3)",460,1
"(10, 32, 3, 460)",924,1
"(32, 3, 460, 924)",25,1
"(3, 460, 924, 25)",1,1
"(460, 924, 25, 1)",329,1
"(924, 25, 1, 329)",2,1
"(25, 1, 329, 2)",40,1
"(13, 18, 87, 78)",249,1
"(18, 87, 78, 249)",160,1
"(87, 78, 249, 160)",4,1
"(78, 249, 160, 4)",15,1
"(249, 160, 4, 15)",270,1
"(160, 4, 15, 270)",4,1
"(4, 15, 270, 4)",79,1
"(15, 270, 4, 79)",289,1
"(270, 4, 79, 289)",459,1
"(4, 79, 289, 459)",212,1
"(79, 289, 459, 212)",4,1
"(289, 459, 212, 4)",1,1
"(459, 212, 4, 1)",84,1
"(212, 4, 1, 84)",2358,1
"(4, 1, 84, 2358)",2,1
"(1, 84, 2358, 2)",1822,1
"(84, 2358, 2, 1822)",3,1
"(2358, 2, 1822, 3)",5,1
"(2, 1822, 3, 5)",1,1
"(1822, 3, 5, 1)",1493,1
"(3, 5, 1, 1493)",4,1
"(7, 56, 582, 2288)",9,1
"(56, 582, 2288, 9)",47,1
"(582, 2288, 9, 47)",634,1
"(2288, 9, 47, 634)",398,1
"(9, 47, 634, 398)",12,1
"(47, 634, 398, 12)",395,1
"(634, 398, 12, 395)",4,1
"(398, 12, 395, 4)",674,1
"(12, 395, 4, 674)",27,1
"(395, 4, 674, 27)",2,1
"(4, 674, 27, 2)",1,1
"(674, 27, 2, 1)",298,1
"(27, 2, 1, 298)",2,1
"(2, 1, 298, 2)",83,1
"(1, 298, 2, 83)",1791,1
"(298, 2, 83, 1791)",210,1
"(2, 83, 1791, 210)",5,1
"(83, 1791, 210, 5)",175,1
"(1791, 210, 5, 175)",6,1
"(210, 5, 175, 6)",1467,1
"(5, 175, 6, 1467)",180,1
"(7, 12, 215, 8)",10,1
"(12, 215, 8, 10)",845,1
"(215, 8, 10, 845)",5,1
"(8, 10, 845, 5)",3408,1
"(10, 845, 5, 3408)",950,1
"(845, 5, 3408, 950)",10,1
"(5, 3408, 950, 10)",1736,1
"(3408, 950, 10, 1736)",54,1
"(950, 10, 1736, 54)",5,1
"(10, 1736, 54, 5)",1,1
"(1736, 54, 5, 1)",331,1
"(54, 5, 1, 331)",2,1
"(5, 1, 331, 2)",148,1
"(1, 331, 2, 148)",5,1
"(331, 2, 148, 5)",396,1
"(2, 148, 5, 396)",3409,1
"(148, 5, 396, 3409)",1160,1
"(5, 396, 3409, 1160)",5,1
"(396, 3409, 1160, 5)",1823,1
"(3409, 1160, 5, 1823)",3,1
"(1160, 5, 1823, 3)",26,1
"(5, 1823, 3, 26)",9,1
"(1823, 3, 26, 9)",763,1
"(3, 26, 9, 763)",2,1
"(26, 9, 763, 2)",1,1
"(9, 763, 2, 1)",113,1
"(763, 2, 1, 113)",27,1
"(1, 113, 27, 2)",3410,1
"(113, 27, 2, 3410)",26,1
"(27, 2, 3410, 26)",3411,1
"(7, 150, 8, 126)",4,2
"(150, 8, 126, 4)",1764,1
"(8, 126, 4, 1764)",1,1
"(126, 4, 1764, 1)",258,1
"(4, 1764, 1, 258)",7,1
"(1764, 1, 258, 7)",482,1
"(1, 258, 7, 482)",30,1
"(258, 7, 482, 30)",24,1
"(7, 482, 30, 24)",85,1
"(1, 764, 2, 636)",28,1
"(764, 2, 636, 28)",169,1
"(2, 636, 28, 169)",46,1
"(636, 28, 169, 46)",1004,1
"(28, 169, 46, 1004)",247,1
"(169, 46, 1004, 247)",4,1
"(46, 1004, 247, 4)",24,1
"(1004, 247, 4, 24)",69,1
"(247, 4, 24, 69)",59,1
"(4, 24, 69, 59)",47,1
"(24, 69, 59, 47)",86,1
"(69, 59, 47, 86)",181,1
"(59, 47, 86, 181)",36,2
"(47, 86, 181, 36)",14,1
"(86, 181, 36, 14)",188,1
"(181, 36, 14, 188)",28,1
"(36, 14, 188, 28)",4,1
"(14, 188, 28, 4)",45,1
"(188, 28, 4, 45)",31,1
"(28, 4, 45, 31)",2298,1
"(4, 45, 31, 2298)",3,1
"(45, 31, 2298, 3)",659,1
"(31, 2298, 3, 659)",22,1
"(2298, 3, 659, 22)",35,1
"(3, 659, 22, 35)",188,1
"(659, 22, 35, 188)",28,1
"(22, 35, 188, 28)",37,1
"(13, 87, 12, 6)",231,1
"(87, 12, 6, 231)",182,1
"(12, 6, 231, 182)",5,1
"(6, 231, 182, 5)",15,1
"(231, 182, 5, 15)",1824,1
"(182, 5, 15, 1824)",10,1
"(5, 15, 1824, 10)",15,1
"(7, 388, 4, 307)",24,2
"(388, 4, 307, 24)",344,2
"(4, 307, 24, 344)",10,3
"(307, 24, 344, 10)",1,3
"(24, 344, 10, 1)",72,1
"(344, 10, 1, 72)",2,1
"(10, 1, 72, 2)",79,1
"(72, 2, 79, 3)",10,1
"(2, 79, 3, 10)",19,1
"(79, 3, 10, 19)",188,1
"(3, 10, 19, 188)",28,1
"(10, 19, 188, 28)",519,1
"(19, 188, 28, 519)",10,1
"(188, 28, 519, 10)",8,1
"(15, 245, 3, 19)",24,1
"(245, 3, 19, 24)",74,1
"(3, 19, 24, 74)",12,2
"(19, 24, 74, 12)",266,1
"(24, 74, 12, 266)",65,1
"(74, 12, 266, 65)",83,1
"(12, 266, 65, 83)",463,1
"(266, 65, 83, 463)",3,1
"(65, 83, 463, 3)",3412,1
"(83, 463, 3, 3412)",177,1
"(463, 3, 3412, 177)",59,1
"(3, 3412, 177, 59)",1,1
"(3412, 177, 59, 1)",36,1
"(177, 59, 1, 36)",3,1
"(59, 1, 36, 3)",269,1
"(1, 36, 3, 269)",5,1
"(36, 3, 269, 5)",306,1
"(21, 383, 26, 8)",515,1
"(383, 26, 8, 515)",24,1
"(26, 8, 515, 24)",322,1
